gini_final,mean_wealth_final,total_wealth_final,alive_final,upper_frac_final,lower_frac_final,stability_final,regime_final,coop_share_final,comp_share_final,neutral_share_final,dominant_strategy_final,strategy_entropy_final,gini_mean,gini_std,gini_max,gini_min,gini_trend,n_collapses,total_collapse_steps,mean_collapse_duration,frac_collapsed,strategic_volatility,condition,rep,seed,actual_steps
0.3010689526367353,1153.8748659194996,68078.61708925047,59,0.06779661016949153,0.05084745762711865,0.001,collapsed,0.3559322033898305,0.4067796610169492,0.23728813559322035,competitive,1.5507661882691606,0.3658443726272877,0.06203498207445215,0.577705874037308,0.30096693862122215,-0.00011993079494592342,1,1406,1406.0,0.9373333333333334,0.00066711140760507,flat_tax,21,44097,1500
0.19988897251186097,617.3424142775673,25928.38139965783,42,0.07142857142857142,0.11904761904761904,0.001,collapsed,0.2857142857142857,0.5,0.21428571428571427,competitive,1.4926140680171256,0.31154545882959644,0.12304597308181875,0.642686179697436,0.19568335857598704,-0.0002507988802717235,1,1415,1415.0,0.9433333333333334,0.00533689126084056,flat_tax,22,44098,1500
0.18771347415255404,918.2863797080204,30303.450530364673,33,0.09090909090909091,0.12121212121212122,0.001,collapsed,0.21212121212121213,0.36363636363636365,0.42424242424242425,neutral,1.5300303808171334,0.25446756332953996,0.09679029776440579,0.6303289076509259,0.18748862106416128,-0.0001689192091207547,1,1415,1415.0,0.9433333333333334,0.01467645096731154,flat_tax,23,44099,1500
0.1864117183846856,616.8379543001136,19121.97658330352,31,0.12903225806451613,0.0967741935483871,0.001,collapsed,0.3870967741935484,0.45161290322580644,0.16129032258064516,competitive,1.472513749357935,0.29188584807287604,0.07406604968273584,0.46961193733715245,0.1859707663381571,-0.00016011656066261673,1,1408,1408.0,0.9386666666666666,0.019346230820547032,flat_tax,24,44100,1500
0.32801276145488784,728.5716033105757,32057.150545665332,44,0.18181818181818182,0.20454545454545456,0.001,collapsed,0.29545454545454547,0.38636363636363635,0.3181818181818182,competitive,1.5754417653214694,0.3787689327722395,0.030132190735940433,0.5205833558891333,0.3070736687155684,-4.247501541065683e-05,1,1409,1409.0,0.9393333333333334,0.01467645096731154,flat_tax,25,44101,1500
0.22068209038368514,560.2742576571738,31375.358428801737,56,0.17857142857142858,0.08928571428571429,0.001,collapsed,0.08928571428571429,0.6785714285714286,0.23214285714285715,competitive,1.1799155948946174,0.3421698916703907,0.07060931838201327,0.5311645511846901,0.2205510308605845,-0.00015535220865016901,1,1413,1413.0,0.942,0.02134756504336224,flat_tax,26,44102,1500
0.2953252355575852,694.067423871538,22210.157563889217,32,0.09375,0.09375,0.001,collapsed,0.125,0.59375,0.28125,competitive,1.3362516322372207,0.3694639501930566,0.06484242331614849,0.5652190170602924,0.27526525241762684,-0.00012623061735966433,1,1410,1410.0,0.94,0.009339559706470981,flat_tax,27,44103,1500
0.09425393283315715,878.1855021803195,26345.565065409584,30,0.0,0.0,0.001,collapsed,0.26666666666666666,0.5666666666666667,0.16666666666666666,competitive,1.4036736364187659,0.2176366305580199,0.13382966642252614,0.6240985971466708,0.09414393764993845,-0.0002626581612336876,1,1413,1413.0,0.942,0.0133422281521014,flat_tax,28,44104,1500
0.31897853032627466,641.5565005008626,27586.92952153709,43,0.18604651162790697,0.23255813953488372,0.001,collapsed,0.16279069767441862,0.6976744186046512,0.13953488372093023,competitive,1.1851490029117324,0.31366112001836777,0.049801421766706,0.47590730779681534,0.21200584277519838,-1.9276095343919754e-05,1,1404,1404.0,0.936,0.0066711140760507,flat_tax,29,44105,1500
0.32055483185931577,960.529617510174,36500.12546538661,38,0.15789473684210525,0.23684210526315788,0.001,collapsed,0.18421052631578946,0.4473684210526316,0.3684210526315789,competitive,1.4994716801681789,0.37961259569092676,0.03489381318397207,0.4374829721445675,0.31947817802925255,-5.2659353561707e-05,1,1401,1401.0,0.934,0.004002668445630421,progressive_tax,0,43855,1500
0.19104427530478058,1057.8625646127518,37025.189761446316,35,0.14285714285714285,0.0,0.001,collapsed,0.2571428571428571,0.4857142857142857,0.2571428571428571,competitive,1.5136967790244693,0.27156643403554986,0.061103835142392565,0.5061934058902468,0.19028223415828224,-0.00012528470666375822,1,1405,1405.0,0.9366666666666666,0.008005336891260841,progressive_tax,1,43856,1500
